trial,mass,velocity
A,-3927.2,-1512.066667
B,-3927.642857,-1512.238095
B,-3928.085714,-1512.409524
A,-3928.528571,-1512.580952
B,-3928.971429,-1512.752381
A,-3929.414286,-1512.92381
A,-3929.857143,-1513.095238
B,-3930.3,-1513.266667
B,-3930.742857,-1513.438095
A,-3931.185714,-1513.609524
B,-3931.628571,-1513.780952
A,-3932.071429,-1513.952381
A,-3932.514286,-1514.12381
B,-3932.957143,-1514.295238
B,-3933.4,-1514.466667
A,-3933.842857,-1514.638095
B,-3934.285714,-1514.809524
A,-3934.728571,-1514.980952
A,-3935.171429,-1515.152381
A,-3935.614286,-1515.32381
B,-3936.057143,-1515.495238
B,-3936.5,-1515.666667
A,-3936.942857,-1515.838095
B,-3937.385714,-1516.009524
A,-3937.828571,-1516.180952
A,-3938.271429,-1516.352381
B,-3938.714286,-1516.52381
B,-3939.157143,-1516.695238
A,-3939.6,-1516.866667
B,-3940.042857,-1517.038095
A,-3940.485714,-1517.209524
A,-3940.928571,-1517.380952
B,-3941.371429,-1517.552381
B,-3941.814286,-1517.72381
A,-3942.257143,-1517.895238
B,-3942.7,-1518.066667
A,-3943.142857,-1518.238095
A,-3943.585714,-1518.409524
B,-3944.028571,-1518.580952
B,-3944.471429,-1518.752381
A,-3944.914286,-1518.92381
B,-3945.357143,-1519.095238
A,-3945.8,-1519.266667
A,-3946.242857,-1519.438095
A,-3946.685714,-1519.609524
B,-3947.128571,-1519.780952
B,-3947.571429,-1519.952381
A,-3948.014286,-1520.12381
B,-3948.457143,-1520.295238
A,-3948.9,-1520.466667
A,-3949.342857,-1520.638095
B,-3949.785714,-1520.809524
B,-3950.228571,-1520.980952
A,-3950.671429,-1521.152381
B,-3951.114286,-1521.32381
A,-3951.557143,-1521.495238
A,-3952,-1521.666667
B,-3952.442857,-1521.838095
B,-3952.885714,-1522.009524
A,-3953.328571,-1522.180952
B,-3953.771429,-1522.352381
A,-3954.214286,-1522.52381
A,-3954.657143,-1522.695238
B,-3955.1,-1522.866667
B,-3955.542857,-1523.038095
A,-3955.985714,-1523.209524
B,-3956.428571,-1523.380952
A,-3956.871429,-1523.552381
A,-3957.314286,-1523.72381
A,-3957.757143,-1523.895238
B,-3958.2,-1524.066667
B,-3958.642857,-1524.238095
A,-3959.085714,-1524.409524
B,-3959.528571,-1524.580952
A,-3959.971429,-1524.752381
A,-3960.414286,-1524.92381
B,-3960.857143,-1525.095238
B,-3961.3,-1525.266667
A,-3961.742857,-1525.438095
B,-3962.185714,-1525.609524
A,-3962.628571,-1525.780952
A,-3963.071429,-1525.952381
B,-3963.514286,-1526.12381
B,-3963.957143,-1526.295238
A,-3964.4,-1526.466667
B,-3964.842857,-1526.638095
A,-3965.285714,-1526.809524
A,-3965.728571,-1526.980952
B,-3966.171429,-1527.152381
B,-3966.614286,-1527.32381
A,-3967.057143,-1527.495238
B,-3967.5,-1527.666667
A,-3967.942857,-1527.838095
A,-3968.385714,-1528.009524
A,-3968.828571,-1528.180952
B,-3969.271429,-1528.352381
B,-3969.714286,-1528.52381
A,-3970.157143,-1528.695238
B,-3970.6,-1528.866667
A,-3971.042857,-1529.038095
A,-3971.485714,-1529.209524
B,-3971.928571,-1529.380952
B,-3972.371429,-1529.552381
A,-3972.814286,-1529.72381
B,-3973.257143,-1529.895238
A,-3973.7,-1530.066667
A,-3974.142857,-1530.238095
B,-3974.585714,-1530.409524
B,-3975.028571,-1530.580952
A,-3975.471429,-1530.752381
B,-3975.914286,-1530.92381
A,-3976.357143,-1531.095238
A,-3976.8,-1531.266667
B,-3977.242857,-1531.438095
B,-3977.685714,-1531.609524
A,-3978.128571,-1531.780952
B,-3978.571429,-1531.952381
A,-3979.014286,-1532.12381
A,-3979.457143,-1532.295238
A,-3979.9,-1532.466667
B,-3980.342857,-1532.638095
B,-3980.785714,-1532.809524
A,-3981.228571,-1532.980952
B,-3981.671429,-1533.152381
A,-3982.114286,-1533.32381
A,-3982.557143,-1533.495238
B,-3983,-1533.666667
B,-3983.442857,-1533.838095
A,-3983.885714,-1534.009524
B,-3984.328571,-1534.180952
A,-3984.771429,-1534.352381
A,-3985.214286,-1534.52381
B,-3985.657143,-1534.695238
B,-3986.1,-1534.866667
A,-3986.542857,-1535.038095
B,-3986.985714,-1535.209524
A,-3987.428571,-1535.380952
A,-3987.871429,-1535.552381
B,-3988.314286,-1535.72381
B,-3988.757143,-1535.895238
A,-3989.2,-1536.066667
B,-3989.642857,-1536.238095
A,-3990.085714,-1536.409524
A,-3990.528571,-1536.580952
A,-3990.971429,-1536.752381
B,-3991.414286,-1536.92381
B,-3991.857143,-1537.095238
A,-3992.3,-1537.266667
B,-3992.742857,-1537.438095
A,-3993.185714,-1537.609524
A,-3993.628571,-1537.780952
B,-3994.071429,-1537.952381
B,-3994.514286,-1538.12381
A,-3994.957143,-1538.295238
B,-3995.4,-1538.466667
A,-3995.842857,-1538.638095
A,-3996.285714,-1538.809524
B,-3996.728571,-1538.980952
B,-3997.171429,-1539.152381
A,-3997.614286,-1539.32381
B,-3998.057143,-1539.495238
A,-3998.5,-1539.666667
A,-3998.942857,-1539.838095
B,-3999.385714,-1540.009524
B,-3999.828571,-1540.180952
A,-4000.271429,-1540.352381
B,-4000.714286,-1540.52381
A,-4001.157143,-1540.695238
A,-4001.6,-1540.866667
A,-4002.042857,-1541.038095
B,-4002.485714,-1541.209524
B,-4002.928571,-1541.380952
A,-4003.371429,-1541.552381
B,-4003.814286,-1541.72381
A,-4004.257143,-1541.895238
A,-4004.7,-1542.066667
B,-4005.142857,-1542.238095
B,-4005.585714,-1542.409524
A,-4006.028571,-1542.580952
B,-4006.471429,-1542.752381
A,-4006.914286,-1542.92381
A,-4007.357143,-1543.095238
B,-4007.8,-1543.266667
B,-4008.242857,-1543.438095
A,-4008.685714,-1543.609524
B,-4009.128571,-1543.780952
A,-4009.571429,-1543.952381
A,-4010.014286,-1544.12381
B,-4010.457143,-1544.295238
B,-4010.9,-1544.466667
A,-4011.342857,-1544.638095
B,-4011.785714,-1544.809524
A,-4012.228571,-1544.980952
A,-4012.671429,-1545.152381
A,-4013.114286,-1545.32381
B,-4013.557143,-1545.495238
B,-4014,-1545.666667
A,-4014.442857,-1545.838095
B,-4014.885714,-1546.009524
A,-4015.328571,-1546.180952
A,-4015.771429,-1546.352381
B,-4016.214286,-1546.52381
B,-4016.657143,-1546.695238
A,-4017.1,-1546.866667
B,-4017.542857,-1547.038095
A,-4017.985714,-1547.209524
A,-4018.428571,-1547.380952
B,-4018.871429,-1547.552381
B,-4019.314286,-1547.72381
A,-4019.757143,-1547.895238
B,-4020.2,-1548.066667
A,-4020.642857,-1548.238095
A,-4021.085714,-1548.409524
B,-4021.528571,-1548.580952
B,-4021.971429,-1548.752381
A,-4022.414286,-1548.92381
B,-4022.857143,-1549.095238
A,-4023.3,-1549.266667
A,-4023.742857,-1549.438095
A,-4024.185714,-1549.609524
B,-4024.628571,-1549.780952
B,-4025.071429,-1549.952381
A,-4025.514286,-1550.12381
B,-4025.957143,-1550.295238
A,-4026.4,-1550.466667
A,-4026.842857,-1550.638095
B,-4027.285714,-1550.809524
B,-4027.728571,-1550.980952
A,-4028.171429,-1551.152381
B,-4028.614286,-1551.32381
A,-4029.057143,-1551.495238
A,-4029.5,-1551.666667
B,-4029.942857,-1551.838095
B,-4030.385714,-1552.009524
A,-4030.828571,-1552.180952
B,-4031.271429,-1552.352381
A,-4031.714286,-1552.52381
A,-4032.157143,-1552.695238
B,-4032.6,-1552.866667
B,-4033.042857,-1553.038095
A,-4033.485714,-1553.209524
B,-4033.928571,-1553.380952
A,-4034.371429,-1553.552381
A,-4034.814286,-1553.72381
A,-4035.257143,-1553.895238
B,-4035.7,-1554.066667
B,-4036.142857,-1554.238095
A,-4036.585714,-1554.409524
B,-4037.028571,-1554.580952
A,-4037.471429,-1554.752381
A,-4037.914286,-1554.92381
B,-4038.357143,-1555.095238
B,-4038.8,-1555.266667
A,-4039.242857,-1555.438095
B,-4039.685714,-1555.609524
A,-4040.128571,-1555.780952
A,-4040.571429,-1555.952381
B,-4041.014286,-1556.12381
B,-4041.457143,-1556.295238
A,-4041.9,-1556.466667
B,-4042.342857,-1556.638095
A,-4042.785714,-1556.809524
A,-4043.228571,-1556.980952
B,-4043.671429,-1557.152381
B,-4044.114286,-1557.32381
A,-4044.557143,-1557.495238
B,-4045,-1557.666667
A,-4045.442857,-1557.838095
A,-4045.885714,-1558.009524
A,-4046.328571,-1558.180952
B,-4046.771429,-1558.352381
B,-4047.214286,-1558.52381
A,-4047.657143,-1558.695238
B,-4048.1,-1558.866667
A,-4048.542857,-1559.038095
A,-4048.985714,-1559.209524
B,-4049.428571,-1559.380952
B,-4049.871429,-1559.552381
A,-4050.314286,-1559.72381
B,-4050.757143,-1559.895238
A,-4051.2,-1560.066667
A,-4051.642857,-1560.238095
B,-4052.085714,-1560.409524
B,-4052.528571,-1560.580952
A,-4052.971429,-1560.752381
B,-4053.414286,-1560.92381
A,-4053.857143,-1561.095238
A,-4054.3,-1561.266667
B,-4054.742857,-1561.438095
B,-4055.185714,-1561.609524
A,-4055.628571,-1561.780952
B,-4056.071429,-1561.952381
A,-4056.514286,-1562.12381
A,-4056.957143,-1562.295238
A,-4057.4,-1562.466667
B,-4057.842857,-1562.638095
B,-4058.285714,-1562.809524
A,-4058.728571,-1562.980952
B,-4059.171429,-1563.152381
A,-4059.614286,-1563.32381
A,-4060.057143,-1563.495238
B,-4060.5,-1563.666667
B,-4060.942857,-1563.838095
A,-4061.385714,-1564.009524
B,-4061.828571,-1564.180952
A,-4062.271429,-1564.352381
A,-4062.714286,-1564.52381
B,-4063.157143,-1564.695238
B,-4063.6,-1564.866667
A,-4064.042857,-1565.038095
B,-4064.485714,-1565.209524
A,-4064.928571,-1565.380952
A,-4065.371429,-1565.552381
B,-4065.814286,-1565.72381
B,-4066.257143,-1565.895238
A,-4066.7,-1566.066667
B,-4067.142857,-1566.238095
A,-4067.585714,-1566.409524
A,-4068.028571,-1566.580952
A,-4068.471429,-1566.752381
B,-4068.914286,-1566.92381
B,-4069.357143,-1567.095238
A,-4069.8,-1567.266667
B,-4070.242857,-1567.438095
A,-4070.685714,-1567.609524
A,-4071.128571,-1567.780952
B,-4071.571429,-1567.952381
B,-4072.014286,-1568.12381
A,-4072.457143,-1568.295238
B,-4072.9,-1568.466667
A,-4073.342857,-1568.638095
A,-4073.785714,-1568.809524
B,-4074.228571,-1568.980952
B,-4074.671429,-1569.152381
A,-4075.114286,-1569.32381
B,-4075.557143,-1569.495238
A,-4076,-1569.666667
A,-4076.442857,-1569.838095
B,-4076.885714,-1570.009524
B,-4077.328571,-1570.180952
A,-4077.771429,-1570.352381
B,-4078.214286,-1570.52381
A,-4078.657143,-1570.695238
A,-4079.1,-1570.866667
A,-4079.542857,-1571.038095
B,-4079.985714,-1571.209524
B,-4080.428571,-1571.380952
A,-4080.871429,-1571.552381
B,-4081.314286,-1571.72381
A,-4081.757143,-1571.895238
A,-4082.2,-1572.066667
B,-4082.642857,-1572.238095
B,-4083.085714,-1572.409524
A,-4083.528571,-1572.580952
B,-4083.971429,-1572.752381
A,-4084.414286,-1572.92381
A,-4084.857143,-1573.095238
B,-4085.3,-1573.266667
B,-4085.742857,-1573.438095
A,-4086.185714,-1573.609524
B,-4086.628571,-1573.780952
A,-4087.071429,-1573.952381
A,-4087.514286,-1574.12381
B,-4087.957143,-1574.295238
B,-4088.4,-1574.466667
A,-4088.842857,-1574.638095
B,-4089.285714,-1574.809524
A,-4089.728571,-1574.980952
A,-4090.171429,-1575.152381
A,-4090.614286,-1575.32381
B,-4091.057143,-1575.495238
B,-4091.5,-1575.666667
A,-4091.942857,-1575.838095
B,-4092.385714,-1576.009524
A,-4092.828571,-1576.180952
A,-4093.271429,-1576.352381
B,-4093.714286,-1576.52381
B,-4094.157143,-1576.695238
A,-4094.6,-1576.866667
B,-4095.042857,-1577.038095
A,-4095.485714,-1577.209524
A,-4095.928571,-1577.380952
B,-4096.371429,-1577.552381
B,-4096.814286,-1577.72381
A,-4097.257143,-1577.895238
B,-4097.7,-1578.066667
A,-4098.142857,-1578.238095
A,-4098.585714,-1578.409524
B,-4099.028571,-1578.580952
B,-4099.471429,-1578.752381
A,-4099.914286,-1578.92381
B,-4100.357143,-1579.095238
A,-4100.8,-1579.266667
A,-4101.242857,-1579.438095
A,-4101.685714,-1579.609524
B,-4102.128571,-1579.780952
B,-4102.571429,-1579.952381
A,-4103.014286,-1580.12381
B,-4103.457143,-1580.295238
A,-4103.9,-1580.466667
A,-4104.342857,-1580.638095
B,-4104.785714,-1580.809524
B,-4105.228571,-1580.980952
A,-4105.671429,-1581.152381
B,-4106.114286,-1581.32381
A,-4106.557143,-1581.495238
A,-4107,-1581.666667
B,-4107.442857,-1581.838095
B,-4107.885714,-1582.009524
A,-4108.328571,-1582.180952
B,-4108.771429,-1582.352381
A,-4109.214286,-1582.52381
A,-4109.657143,-1582.695238
B,-4110.1,-1582.866667
B,-4110.542857,-1583.038095
A,-4110.985714,-1583.209524
B,-4111.428571,-1583.380952
A,-4111.871429,-1583.552381
A,-4112.314286,-1583.72381
A,-4112.757143,-1583.895238
B,-4113.2,-1584.066667
B,-4113.642857,-1584.238095
A,-4114.085714,-1584.409524
B,-4114.528571,-1584.580952
A,-4114.971429,-1584.752381
A,-4115.414286,-1584.92381
B,-4115.857143,-1585.095238
B,-4116.3,-1585.266667
A,-4116.742857,-1585.438095
B,-4117.185714,-1585.609524
A,-4117.628571,-1585.780952
A,-4118.071429,-1585.952381
B,-4118.514286,-1586.12381
B,-4118.957143,-1586.295238
A,-4119.4,-1586.466667
B,-4119.842857,-1586.638095
A,-4120.285714,-1586.809524
A,-4120.728571,-1586.980952
B,-4121.171429,-1587.152381
B,-4121.614286,-1587.32381
A,-4122.057143,-1587.495238
B,-4122.5,-1587.666667
A,-4122.942857,-1587.838095
A,-4123.385714,-1588.009524
A,-4123.828571,-1588.180952
B,-4124.271429,-1588.352381
B,-4124.714286,-1588.52381
A,-4125.157143,-1588.695238
B,-4125.6,-1588.866667
A,-4126.042857,-1589.038095
A,-4126.485714,-1589.209524
B,-4126.928571,-1589.380952
B,-4127.371429,-1589.552381
A,-4127.814286,-1589.72381
B,-4128.257143,-1589.895238
A,-4128.7,-1590.066667
A,-4129.142857,-1590.238095
B,-4129.585714,-1590.409524
B,-4130.028571,-1590.580952
A,-4130.471429,-1590.752381
B,-4130.914286,-1590.92381
A,-4131.357143,-1591.095238
A,-4131.8,-1591.266667
B,-4132.242857,-1591.438095
B,-4132.685714,-1591.609524
A,-4133.128571,-1591.780952
B,-4133.571429,-1591.952381
A,-4134.014286,-1592.12381
A,-4134.457143,-1592.295238
A,-4134.9,-1592.466667
B,-4135.342857,-1592.638095
B,-4135.785714,-1592.809524
A,-4136.228571,-1592.980952
B,-4136.671429,-1593.152381
A,-4137.114286,-1593.32381
A,-4137.557143,-1593.495238
B,-4138,-1593.666667
B,-4138.442857,-1593.838095
A,-4138.885714,-1594.009524
B,-4139.328571,-1594.180952
A,-4139.771429,-1594.352381
A,-4140.214286,-1594.52381
B,-4140.657143,-1594.695238
B,-4141.1,-1594.866667
A,-4141.542857,-1595.038095
B,-4141.985714,-1595.209524
A,-4142.428571,-1595.380952
A,-4142.871429,-1595.552381
B,-4143.314286,-1595.72381
B,-4143.757143,-1595.895238
A,-4144.2,-1596.066667
B,-4144.642857,-1596.238095
A,-4145.085714,-1596.409524
A,-4145.528571,-1596.580952
A,-4145.971429,-1596.752381
B,-4146.414286,-1596.92381
B,-4146.857143,-1597.095238
A,-4147.3,-1597.266667
B,-4147.742857,-1597.438095
A,-4148.185714,-1597.609524
A,-4148.628571,-1597.780952
B,-4149.071429,-1597.952381
B,-4149.514286,-1598.12381
A,-4149.957143,-1598.295238
B,-4150.4,-1598.466667
A,-4150.842857,-1598.638095
A,-4151.285714,-1598.809524
B,-4151.728571,-1598.980952
B,-4152.171429,-1599.152381
A,-4152.614286,-1599.32381
B,-4153.057143,-1599.495238
A,-4153.5,-1599.666667
A,-4153.942857,-1599.838095
B,-4154.385714,-1600.009524
B,-4154.828571,-1600.180952
A,-4155.271429,-1600.352381
B,-4155.714286,-1600.52381
A,-4156.157143,-1600.695238
A,-4156.6,-1600.866667
A,-4157.042857,-1601.038095
B,-4157.485714,-1601.209524
B,-4157.928571,-1601.380952
A,-4158.371429,-1601.552381
B,-4158.814286,-1601.72381
A,-4159.257143,-1601.895238
A,-4159.7,-1602.066667
B,-4160.142857,-1602.238095
B,-4160.585714,-1602.409524
A,-4161.028571,-1602.580952
B,-4161.471429,-1602.752381
A,-4161.914286,-1602.92381
A,-4162.357143,-1603.095238
B,-4162.8,-1603.266667
B,-4163.242857,-1603.438095
A,-4163.685714,-1603.609524
B,-4164.128571,-1603.780952
A,-4164.571429,-1603.952381
A,-4165.014286,-1604.12381
B,-4165.457143,-1604.295238
B,-4165.9,-1604.466667
A,-4166.342857,-1604.638095
B,-4166.785714,-1604.809524
A,-4167.228571,-1604.980952
A,-4167.671429,-1605.152381
A,-4168.114286,-1605.32381
B,-4168.557143,-1605.495238
B,-4169,-1605.666667
A,-4169.442857,-1605.838095
B,-4169.885714,-1606.009524
A,-4170.328571,-1606.180952
A,-4170.771429,-1606.352381
B,-4171.214286,-1606.52381
B,-4171.657143,-1606.695238
A,-4172.1,-1606.866667
B,-4172.542857,-1607.038095
A,-4172.985714,-1607.209524
A,-4173.428571,-1607.380952
B,-4173.871429,-1607.552381
B,-4174.314286,-1607.72381
A,-4174.757143,-1607.895238
B,-4175.2,-1608.066667
A,-4175.642857,-1608.238095
A,-4176.085714,-1608.409524
B,-4176.528571,-1608.580952
B,-4176.971429,-1608.752381
A,-4177.414286,-1608.92381
B,-4177.857143,-1609.095238
A,-4178.3,-1609.266667
A,-4178.742857,-1609.438095
A,-4179.185714,-1609.609524
B,-4179.628571,-1609.780952
B,-4180.071429,-1609.952381
A,-4180.514286,-1610.12381
B,-4180.957143,-1610.295238
A,-4181.4,-1610.466667
A,-4181.842857,-1610.638095
B,-4182.285714,-1610.809524
B,-4182.728571,-1610.980952
A,-4183.171429,-1611.152381
B,-4183.614286,-1611.32381
A,-4184.057143,-1611.495238
A,-4184.5,-1611.666667
B,-4184.942857,-1611.838095
B,-4185.385714,-1612.009524
A,-4185.828571,-1612.180952
B,-4186.271429,-1612.352381
A,-4186.714286,-1612.52381
A,-4187.157143,-1612.695238
B,-4187.6,-1612.866667
B,-4188.042857,-1613.038095
A,-4188.485714,-1613.209524
B,-4188.928571,-1613.380952
A,-4189.371429,-1613.552381
A,-4189.814286,-1613.72381
A,-4190.257143,-1613.895238
B,-4190.7,-1614.066667
B,-4191.142857,-1614.238095
A,-4191.585714,-1614.409524
B,-4192.028571,-1614.580952
A,-4192.471429,-1614.752381
A,-4192.914286,-1614.92381
B,-4193.357143,-1615.095238
B,-4193.8,-1615.266667
A,-4194.242857,-1615.438095
B,-4194.685714,-1615.609524
A,-4195.128571,-1615.780952
A,-4195.571429,-1615.952381
B,-4196.014286,-1616.12381
B,-4196.457143,-1616.295238
A,-4196.9,-1616.466667
B,-4197.342857,-1616.638095
A,-4197.785714,-1616.809524
A,-4198.228571,-1616.980952
B,-4198.671429,-1617.152381
B,-4199.114286,-1617.32381
A,-4199.557143,-1617.495238
B,-4200,-1617.666667
A,-4200.442857,-1617.838095
A,-4200.885714,-1618.009524
A,-4201.328571,-1618.180952
B,-4201.771429,-1618.352381
B,-4202.214286,-1618.52381
A,-4202.657143,-1618.695238
B,-4203.1,-1618.866667
A,-4203.542857,-1619.038095
A,-4203.985714,-1619.209524
B,-4204.428571,-1619.380952
B,-4204.871429,-1619.552381
A,-4205.314286,-1619.72381
B,-4205.757143,-1619.895238
A,-4206.2,-1620.066667
A,-4206.642857,-1620.238095
B,-4207.085714,-1620.409524
B,-4207.528571,-1620.580952
A,-4207.971429,-1620.752381
B,-4208.414286,-1620.92381
A,-4208.857143,-1621.095238
A,-4209.3,-1621.266667
B,-4209.742857,-1621.438095
B,-4210.185714,-1621.609524
A,-4210.628571,-1621.780952
B,-4211.071429,-1621.952381
A,-4211.514286,-1622.12381
A,-4211.957143,-1622.295238
A,-4212.4,-1622.466667
B,-4212.842857,-1622.638095
B,-4213.285714,-1622.809524
A,-4213.728571,-1622.980952
B,-4214.171429,-1623.152381
A,-4214.614286,-1623.32381
A,-4215.057143,-1623.495238
B,-4215.5,-1623.666667
B,-4215.942857,-1623.838095
A,-4216.385714,-1624.009524
B,-4216.828571,-1624.180952
A,-4217.271429,-1624.352381
A,-4217.714286,-1624.52381
B,-4218.157143,-1624.695238
B,-4218.6,-1624.866667
A,-4219.042857,-1625.038095
B,-4219.485714,-1625.209524
A,-4219.928571,-1625.380952
A,-4220.371429,-1625.552381
B,-4220.814286,-1625.72381
B,-4221.257143,-1625.895238
A,-4221.7,-1626.066667
B,-4222.142857,-1626.238095
A,-4222.585714,-1626.409524
A,-4223.028571,-1626.580952
A,-4223.471429,-1626.752381
B,-4223.914286,-1626.92381
B,-4224.357143,-1627.095238
A,-4224.8,-1627.266667
B,-4225.242857,-1627.438095
A,-4225.685714,-1627.609524
A,-4226.128571,-1627.780952
B,-4226.571429,-1627.952381
B,-4227.014286,-1628.12381
A,-4227.457143,-1628.295238
B,-4227.9,-1628.466667
A,-4228.342857,-1628.638095
A,-4228.785714,-1628.809524
B,-4229.228571,-1628.980952
B,-4229.671429,-1629.152381
A,-4230.114286,-1629.32381
B,-4230.557143,-1629.495238
A,-4231,-1629.666667
A,-4231.442857,-1629.838095
B,-4231.885714,-1630.009524
B,-4232.328571,-1630.180952
A,-4232.771429,-1630.352381
B,-4233.214286,-1630.52381
A,-4233.657143,-1630.695238
A,-4234.1,-1630.866667
A,-4234.542857,-1631.038095
B,-4234.985714,-1631.209524
B,-4235.428571,-1631.380952
A,-4235.871429,-1631.552381
B,-4236.314286,-1631.72381
A,-4236.757143,-1631.895238
A,-4237.2,-1632.066667
B,-4237.642857,-1632.238095
B,-4238.085714,-1632.409524
A,-4238.528571,-1632.580952
B,-4238.971429,-1632.752381
A,-4239.414286,-1632.92381
A,-4239.857143,-1633.095238
B,-4240.3,-1633.266667
B,-4240.742857,-1633.438095
A,-4241.185714,-1633.609524
B,-4241.628571,-1633.780952
A,-4242.071429,-1633.952381
A,-4242.514286,-1634.12381
B,-4242.957143,-1634.295238
B,-4243.4,-1634.466667
A,-4243.842857,-1634.638095
B,-4244.285714,-1634.809524
A,-4244.728571,-1634.980952
